x0,x1,y
0.16774534084366544,0.025548796745141433,0.0
0.91650348495657,0.7447179872792817,1.0
0.05617192220354561,0.5865270097118216,0.0
0.4536985800740475,0.49526745965498087,1.0
0.621778035320234,0.43797369651444396,1.0
0.2099319923439087,0.971410560371001,0.0
0.9809928551117036,0.9919402495533369,1.0
0.4045442097389602,0.8107667601696688,0.0
0.8193106798980287,0.11438778944732342,1.0
0.5929351862548836,0.001996733629967662,1.0
0.8277437293474467,0.1978395017441681,1.0
0.6261836306098042,0.8261382449780881,1.0
0.515870132297563,0.17737516919956897,1.0
0.693797610042553,0.9573135808148667,1.0
0.07015886033791119,0.5765594240866613,0.0
0.2842032346658683,0.6384586915643072,0.0
0.4336988702285265,0.18706811281775204,1.0
0.5249607064491125,0.48490687501806773,1.0
0.14768167798833798,0.8513460603067305,0.0
0.839347637630074,0.9051048103762795,1.0
0.09055279854890474,0.44821486449493253,0.0
0.5298791236700144,0.28531621591434964,1.0
0.5664305051540248,0.6657896023144158,1.0
0.7559489092988739,0.5008663072120911,1.0
0.7105788846196897,0.40869527444542786,1.0
0.5238614441378778,0.373494975415674,1.0
0.16852357397686413,0.7652257113876995,0.0
0.5096966100717317,0.3256041064105436,1.0
0.014053896618483441,0.2342023957229714,0.0
0.5320320650113877,0.8797633034920866,1.0
0.2635871687998902,0.1026333253838082,1.0
0.9513072988143932,0.8287226939115249,1.0
0.051446873484926936,0.4552818744918763,0.0
0.1653405273754367,0.25083493487763764,0.0
0.7644634688375418,0.2992480085663971,1.0
0.1300072222788663,0.0032284587163147194,0.0
0.048181196521074776,0.8953037910417843,0.0
0.10338385755387236,0.71421867211335,0.0
0.7286698233127126,0.5812743850628913,1.0
0.5576803002195343,0.9256125117856173,1.0
0.5688478678817266,0.5643163576623418,1.0
0.9089817387037455,0.8519319575270886,1.0
0.6450407051511265,0.017725894289548738,1.0
0.6499727597387385,0.004605117324181784,1.0
0.8702589351543538,0.8597205549876924,1.0
0.11383042989274839,0.6436888525475245,0.0
0.3820879812218577,0.6808519508368096,0.0
0.025569960313873707,0.1085348277910333,0.0
0.10025844882680235,0.2704380024596279,0.0
0.7084863163942331,0.5072015600354768,1.0
0.9140476818072691,0.8070467540445322,1.0
0.3459516148170956,0.33679785497942816,1.0
0.40028484307516043,0.43161725341160007,1.0
0.6522035346662124,0.8563407081774206,1.0
0.464897613814484,0.7070931126003386,1.0
0.4906998856319603,0.03708882685915693,1.0
0.9994517410993321,0.3561687981406032,1.0
0.655669060645015,0.4004265604227538,1.0
0.7512456843372742,0.8074496153130066,1.0
0.5052570858397343,0.5461514138621983,1.0
0.9998832168691948,0.8430866054442929,1.0
0.4340044198427334,0.9466843162042634,0.0
0.590000906658606,0.5534677628090698,1.0
0.050698335572907816,0.20815810252635003,0.0
0.7863197695407624,0.4100920661810299,1.0
0.3322717099663106,0.5156893839311157,0.0
0.7927838152573552,0.33512477687926334,1.0
0.7890320202043468,0.29527318065831176,1.0
0.622794866345886,0.22563699043365404,1.0
0.4792516983314522,0.49195692372375655,1.0
0.54742027071423,0.6973291696312338,1.0
0.9115004382367214,0.6991035038323693,1.0
0.18283427569105615,0.31443183103164785,0.0
0.5010450650645459,0.8733724559188949,0.0
0.5120298559700762,0.4662419470091673,1.0
0.595092078253676,0.9573099487656866,1.0
0.2502524899723164,0.916830223473202,0.0
0.6845707409124037,0.3270357949960093,1.0
0.24135401616744012,0.3445226752641599,0.0
0.1293510784525599,0.12008389538858832,0.0
0.2645670647808951,0.8064766190774777,0.0
0.7674700160627056,0.6756902201318554,1.0
0.8233029329848186,0.5358764368076928,1.0
0.5311746761074408,0.869875305876959,1.0
0.9455282273795338,0.2884527655542014,1.0
0.6951167589587687,0.09724794212052901,1.0
0.8861978064732408,0.30231506838952127,1.0
0.7370887344229623,0.9440100923738667,1.0
0.552895680496502,0.786133437783924,1.0
0.7708157105248981,0.8997995190340627,1.0
0.20878808517609648,0.5113374299049437,1.0
0.2778727787064845,0.7164388468244905,0.0
0.2861066142298774,0.136195346347888,1.0
0.6424163973118013,0.572953785448147,1.0
0.2872208402391315,0.9455492198681212,0.0
0.2070473272953367,0.04300776806103601,1.0
0.8492994780512693,0.940008915763354,1.0
0.6774749300502364,0.9671242676095384,1.0
0.5612393921969111,0.17081342362017338,1.0
0.007413017501751384,0.5456693898910543,0.0
