x0,x1,y,split
0.872494177016332,0.7392522461206744,1.0,train
0.6508879111975846,0.37813707218392356,0.0,train
0.2285053362856645,0.49369422313431044,0.0,train
0.03787987683390581,0.75621469395036,1.0,train
0.5423462850244849,0.15941732368976647,1.0,train
0.9639648382152808,0.5665544762787303,1.0,train
0.7989976377820628,0.3309645206215879,0.0,train
0.33322167878251285,0.4423374345059796,0.0,train
0.5309287196120615,0.7446948034976851,1.0,train
0.49369101677400484,0.4764436509008505,0.0,train
0.3876221219017367,0.5968245055022974,0.0,train
0.853662000665691,0.9772545199168292,1.0,train
0.14618819780045267,0.610986828351236,0.0,train
0.6566098126003642,0.3180037217799423,0.0,train
0.6102463718692784,0.42150724267750306,0.0,train
0.6971401120968459,0.6074807138637829,0.0,train
0.8507567312514891,0.8103007552452841,1.0,train
0.008336596673857666,0.6301335849766655,1.0,train
0.11935978441930672,0.6287059525266903,0.0,train
0.38602497987480777,0.8866988752418933,1.0,train
0.9271269062594255,0.12516397496801035,1.0,train
0.7743976698175868,0.11621890514693578,1.0,train
0.222178042895402,0.3760158239375845,0.0,train
0.27818550476073545,0.5615832647847668,0.0,train
0.8479448875445555,0.8097535300908483,1.0,train
0.7247206647630487,0.2887086906839248,0.0,train
0.8311063283875636,0.7452747475312043,1.0,train
0.09374175509080929,0.5771517556365217,0.0,train
0.3060165669791921,0.9157164925156641,1.0,train
0.19183905120874245,0.5706669448069116,0.0,train
0.05999147003681682,0.4424383110339155,0.0,train
0.9033464204288861,0.5902253819986957,0.0,train
0.7761315332929469,0.010277677476210334,1.0,train
0.4969779649480003,0.42813599967802685,0.0,train
0.6617671631985944,0.023419956974286005,1.0,train
0.970443173471993,0.6036249493933575,1.0,train
0.9841936253109164,0.6652215665019039,1.0,train
0.0663438380764283,0.2696603379438748,1.0,train
0.8119777092086979,0.5757647225951597,0.0,train
0.16472458558461978,0.5763730944982862,0.0,train
0.9519784319249756,0.09853969361646797,1.0,train
0.505170984414353,0.705237011205632,0.0,train
0.12274559145914987,0.37405684103242953,0.0,train
0.3229638474667036,0.8495175047145209,1.0,train
0.9827442960011503,0.31305530910496804,1.0,train
0.5201198257100047,0.7483497717279306,1.0,train
0.355853667256108,0.6350753620223141,0.0,train
0.28365084237382787,0.09775479687967559,1.0,train
0.4563959431777258,0.5167532490862374,0.0,train
0.5555107720960759,0.42467598080754476,0.0,train
0.17039668945537512,0.6885861797621081,0.0,train
0.16946082956235486,0.3575876667991269,0.0,train
0.10459876380646305,0.8725584373955592,1.0,train
0.05098010588449309,0.9286640093396755,1.0,train
0.6122776489459636,0.015485224633773997,1.0,train
0.1277006655934917,0.14219096377748475,1.0,train
0.1281070102226367,0.8016110762990931,1.0,train
0.3588377803179219,0.6163145264553057,0.0,train
0.8474705130386938,0.46631934648400264,0.0,train
0.5329843507164299,0.46651664314680164,0.0,train
0.14617074665997543,0.09755775031367375,1.0,train
0.8046438639847908,0.6223625054601583,0.0,train
0.061153850052939274,0.1245734757100776,1.0,train
0.05095218196178464,0.48792418149503347,0.0,train
0.7340938648664046,0.6798550394706327,0.0,train
0.29404947791394753,0.1559555745666924,1.0,train
0.24374079015856787,0.8533825526497774,1.0,train
0.03329343116933281,0.2393626596878068,1.0,train
0.19325225125174295,0.7350681569306425,1.0,train
0.18266062681041018,0.5701422304095946,0.0,train
0.4422911229645462,0.6471697681147184,0.0,train
0.4651880227978801,0.07138837599717351,1.0,train
0.42670265848478817,0.07169114371826657,1.0,train
0.6430361916577504,0.8018137930326193,1.0,train
0.006763759110141376,0.6163833672896009,1.0,train
0.8219876444049142,0.7421014900671913,1.0,train
0.7941022195922026,0.2739460453083288,1.0,train
0.6380672568365043,0.11621113386213267,1.0,train
0.06946338820478282,0.18098108249812828,1.0,train
0.37734288967947627,0.2349319836886663,1.0,train
0.3087369629133421,0.5777690217534686,0.0,train
0.00015659405962553663,0.18231681033706648,1.0,train
0.2388187490026762,0.32653901787597517,0.0,train
0.0022342931845914515,0.7167609701555898,1.0,train
0.20255469596331555,0.7131406532983856,1.0,train
0.6836433961801582,0.07715108580418872,1.0,train
0.12781884545668376,0.4630947695983464,0.0,train
0.8178586911903778,0.16876278087070506,1.0,train
0.7022995041065135,0.32935319126353624,0.0,train
0.9067021679025721,0.1444649444373578,1.0,train
0.6474696638614066,0.276287055371231,1.0,train
0.8596614517370276,0.3055061724698337,1.0,train
0.23509416166913943,0.32117827949570743,0.0,train
0.89188393908936,0.13512020421651882,1.0,train
0.515313166232999,0.776955676094892,1.0,train
0.5763414950105282,0.9717787538040026,1.0,train
0.2518145720315993,0.5794136210738419,0.0,train
0.2913270572489931,0.4387411034127626,0.0,train
0.13962280907061864,0.1698961162346232,1.0,train
0.7225383666779113,0.6402663481713684,0.0,train
0.6483350478985347,0.5391826012337091,0.0,train
0.941225486837811,0.39473622751089843,0.0,train
0.12137876863078556,0.06958203827486831,1.0,train
0.9658465602095813,0.2877435007186624,1.0,train
0.8967755003486017,0.4211890431749047,0.0,train
0.14986138071303123,0.7299357060910645,1.0,train
0.29714888876901147,0.8491178413102272,1.0,train
0.7602483117953582,0.6419569977818201,0.0,train
0.9007882185982272,0.5713344187707194,0.0,train
0.6020538271429909,0.4991052261058744,0.0,train
0.48510772792874546,0.030799098447237272,1.0,train
0.8340995470217348,0.42026921706706843,0.0,train
0.34323646591949364,0.4684199815132508,0.0,train
0.05368716768176007,0.7750367397596148,1.0,train
0.6457053824523469,0.3236495387254076,0.0,train
0.7224152604316721,0.5072544181571371,0.0,train
0.6258027818713076,0.07459814983512392,1.0,train
0.27301933745984885,0.6054357953939584,0.0,train
0.4842127049474768,0.4582421069600685,0.0,train
0.4763813895255997,0.8386849908428181,1.0,train
0.28891398264516566,0.6520716372590155,0.0,train
0.428777600020408,0.3206596738957229,0.0,train
0.3122640981726118,0.2672153821894757,1.0,train
0.6370559355654835,0.3750913185239516,0.0,train
0.49322093614414286,0.6423192382372463,0.0,train
0.014305289653845144,0.6256041881802777,1.0,train
0.8537149657473838,0.19880080477309636,1.0,train
0.8787581121278328,0.448204038273624,0.0,train
0.02927875712185324,0.6926032905969568,1.0,train
0.4288431149267795,0.5453221689276122,0.0,train
0.7181967336499105,0.15688220253394958,1.0,train
0.08939665659442975,0.5983064766144549,0.0,train
0.3554646074019895,0.5967957648491798,0.0,train
0.9284049960928369,0.14529302678238964,1.0,train
0.9046133180246188,0.226040333729022,1.0,train
0.8808666277161541,0.9701148572580967,1.0,train
0.3185617124079957,0.8425409427310186,1.0,train
0.48852270329628056,0.8358511192262522,1.0,train
0.5181423406720332,0.45549516661216627,0.0,train
0.6298063386908548,0.7792036868208664,1.0,train
0.06561467912098207,0.9390922254414724,1.0,train
0.104387908456404,0.6695680944856285,1.0,train
0.9160572498732672,0.5746588881404441,0.0,train
0.023894379560619683,0.9855863614285588,1.0,train
0.4862383009882598,0.1475310451345082,1.0,train
0.5314058696026677,0.6276915622987105,0.0,train
0.40968629954115365,0.8410055433015395,1.0,train
0.5197973085908415,0.030004781513913614,1.0,train
0.3146560204472759,0.38611052261397016,0.0,train
0.1857776386238904,0.5157094805669538,0.0,train
0.2693069306776734,0.5383795921816239,0.0,train
0.22319133840299066,0.9850318766772053,1.0,train
0.9283322826517602,0.35090444529828335,1.0,train
0.4176178008959649,0.8105438814041058,1.0,train
0.8975490376638873,0.9821815147811136,1.0,train
0.7193846242903683,0.22775539354442575,1.0,train
0.4213268624191763,0.010755666902479977,1.0,train
0.21024649599114453,0.06826312403325274,1.0,train
0.08743880981732588,0.4867773721310291,0.0,train
0.3341176544597708,0.38205068863932834,0.0,train
0.36444779805011096,0.7002346877353167,0.0,train
0.3505364678454983,0.14726313710345385,1.0,train
0.49744791091675267,0.2525842255236431,1.0,train
0.10713540405386346,0.5488213896978599,0.0,train
0.9530407313231263,0.17987098083165876,1.0,train
0.9876182432923312,0.5485343502377579,1.0,train
